timestamp,transaction_id,customer_id,transaction_total,merchant_category,payment_method,region,total_quantity,total_quantity_7d,reported_transaction_total,is_fraud,reasoning
2023-03-17,b501fa2d,9d145560b23c4624b5e806f5eeeec593,8672859,Groceries,Bank Transfer,Medan,52,29.21,8672859,0,"Neither condition was met. 0 equals 0, and 1.78 is less than 2.0."
2023-02-26,51fe316b,c2431284f09f4df196454e20963a44f2,5750626,Clothing,Credit Card,Bandung,65,50.39,5750626,0,"Neither condition was met. The first condition checks if 0 ≠ 0 (which is always false), and the second condition checks if 1.29 ≥ 2.0 (which is also false). Therefore, no fraud indicators were detected."
2023-03-28,df902f6d,324759ac006045f5869aea9f1c5ae2e8,9678286,Home & Garden,Credit Card,Medan,3,4.35,9678286,0,"Neither condition was met. The first condition (0 ≠ 0) is inherently false, and 0.69 is less than 2.0, so no fraud indicators were detected."
2025-09-11,b11b6f38,15a82a6af6264816912a3339a78557be,7819526,Clothing,Credit Card,Jakarta,37,21.64,7819526,0,"Neither condition was met. 0 equals 0, and 1.71 is less than 2.0."
2025-08-13,b814157a,37b9378f32b440f1931ad0ac82a9947e,9016759,Electronics,Credit Card,Medan,84,45.41,9016759,0,"Neither condition was met. The first condition checks if 0 != 0 (which is always false), and the second condition checks if 1.85 >= 2.0 (which is false). Therefore, no fraud indicators were found."
2025-05-29,60fe3de1,8b2b795e99fd41439262ec6b5c1d6baf,6953634,Home & Garden,Bank Transfer,Jakarta,17,26.15,6953634,0,"Neither condition is met. 0 is equal to 0 (no discrepancy), and 0.65 is less than 2.0 (no significant quantity increase)."
2025-01-08,324617b8,a836bb536f204f4ca9c9d58f34fef66d,9614400,Groceries,Debit Card,Jakarta,70,51.09,9614400,0,"Neither condition is met. 0 equals 0, and 1.37 is less than 2.0."
2021-06-08,c09dded8,9719060247ba4354826478a73714c87c,4994973,Home & Garden,Credit Card,Semarang,54,31.58,4994973,0,Neither condition is met. 0 equals 0 (no discrepancy) and 1.71 is less than 2.0 (no significant quantity increase).
2024-10-25,f277f9a6,372fe37f9faa435280a09150223fd060,1321370,Sports,Debit Card,Bandung,98,54.14,1321370,0,"Neither condition was met. The value 0 is equal to 0 (no discrepancy), and 1.81 is less than 2.0 (no significant quantity increase)."
2021-09-24,3aa0cb50,f6cfefcf25ca455ab47f67d7408f13cc,230475,Groceries,Bank Transfer,Surabaya,44,47.31,230475,0,"Neither condition was met. 0 equals 0, and 0.93 is less than 2.0."
2025-03-21,146b09e3,fe75f57410f740a8a8e7c9caa699190f,6152953,Clothing,PayPal,Surabaya,71,109.23,6152953,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 0.65 is >= 2.0 (which is false)."
2025-11-01,730a4bf6,e48ded8e5af94cbf9b54f83a1d74ca71,8676676,Groceries,PayPal,Jakarta,83,78.3,8676676,0,"Neither condition was met. The first condition (0 != 0) is always false, and the second condition (1.06 >= 2.0) is also false."
2025-11-04,99a6ec93,5ea3ba13612e4de99cc4f86c0de904c6,8306390,Groceries,Bank Transfer,Bandung,36,23.23,8306390,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.55 is less than 2.0 (no significant quantity increase)."
2023-08-26,b5a3a6d3,4855b25892eb407cb85042cb83470191,276223,Groceries,PayPal,Bandung,65,47.79,276223,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.36 is less than 2.0 (no significant quantity increase)."
2025-05-24,8abc9cc2,47a1b2412ecd47c8b1037127221568a6,4349406,Sports,Credit Card,Medan,59,38.82,4349406,0,"Neither condition was met. 0 equals 0, and 1.52 is less than 2.0."
2023-08-27,1200a93e,741465e1682841efb9afd1b2c5ea117d,9252954,Clothing,Bank Transfer,Bandung,14,9.09,3886240,1,"The transaction is flagged as fraudulent because the value -5366714 is not equal to 0, indicating a discrepancy in transaction totals."
2024-04-27,188286ef,5fcbfdb9334d4948be91b7cfb7999860,6922921,Electronics,Bank Transfer,Surabaya,4,2.22,6922921,0,"Neither condition is met. The first condition checks if 0 != 0 (always false), and the second condition checks if 1.8 >= 2.0 (false). No fraud indicators found."
2024-04-29,8ceb8168,50f9491324344b019667ab5579fd49b0,8735394,Home & Garden,Debit Card,Surabaya,74,48.37,8735394,0,Condition 1 (0 != 0) is not met because 0 equals 0. Condition 2 (1.53 >= 2.0) is not met because 1.53 is less than 2.0. Neither fraud indicator is satisfied.
2024-05-14,36607120,69036334a50840b790d920d94589ec78,1029632,Electronics,Debit Card,Jakarta,88,111.39,1029632,0,"Neither condition was met. The value 0 is equal to 0, and 0.79 is less than 2.0."
2023-07-27,79a5ac9e,b8933cb5dba54e4ea84e2b91dfe946a5,3369212,Groceries,Credit Card,Semarang,100,82.64,3369212,0,"Neither condition was met. The first condition (0 ≠ 0) is logically impossible, and the second condition (1.21 ≥ 2.0) is false. Therefore, the transaction is not fraudulent."
2025-09-05,3e88841e,0e5153aca326445cbab65fadba14f706,1106739,Clothing,Credit Card,Medan,78,134.48,1106739,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 0.58 is less than 2.0 (no significant quantity increase)."
2024-09-08,a1b22b79,a01f1f3cd298477fa939871656164188,6227575,Electronics,Debit Card,Jakarta,33,56.9,6227575,0,"Neither condition is met. The first condition checks if 0 ≠ 0 (which is always false), and the second condition checks if 0.58 ≥ 2.0 (which is false). Therefore, no fraud indicators are present."
2024-10-19,82a640be,1b021c76ad304ec48e4ffb5a31d6d2cb,2388780,Electronics,Bank Transfer,Semarang,91,55.49,2388780,0,"Neither condition is met. 0 equals 0, and 1.64 is less than 2.0."
2022-12-30,126f1139,8ca80ca6b13a411a8db729d162a97ac9,957218,Electronics,Debit Card,Jakarta,19,9.95,957218,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.91 is less than 2.0 (no significant quantity increase)."
2024-02-18,a98d77a8,78a6629c5b884e3791075b7ce81ec43e,4807732,Groceries,Credit Card,Jakarta,14,8.48,4807732,0,"Neither condition was met. 0 equals 0, and 1.65 is less than 2.0."
2024-07-10,9512a0c6,b78a2f429f004be094237ee202d8d3fa,9915049,Sports,Bank Transfer,Surabaya,57,79.17,9915049,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 0.72 is less than 2.0 (no significant quantity increase)."
2023-07-21,0e6384f6,3d3865332afe4d42bbec20ca4ee7521b,805630,Groceries,Bank Transfer,Bandung,52,37.41,805630,0,"Neither condition is met. 0 equals 0, and 1.39 is less than 2.0."
2023-04-29,c292afd3,000b9932ceaf4a6e9bb3053c87acc12a,577377,Clothing,Bank Transfer,Bandung,45,23.68,577377,0,"Neither condition was met. 0 equals 0, and 1.9 is less than 2.0."
2022-03-10,2fa56e08,8fde4c31f78946c3a2e8a5768827ba94,6107219,Home & Garden,Credit Card,Jakarta,12,12.9,6107219,0,"Neither condition was met. 0 equals 0, and 0.93 is less than 2.0."
2022-03-04,e6325490,f07a386732f44a8bae273d5a978853e7,8520771,Electronics,PayPal,Semarang,91,70.0,8520771,0,"Neither condition was met. The first condition (0 != 0) is always false, and the second condition (1.3 >= 2.0) is also false. Therefore, the transaction is not fraudulent."
2023-11-13,d8e2f72d,b1c757ab0a7a4de69eeb6188fad2cb12,1283845,Groceries,Credit Card,Surabaya,46,58.97,1283845,0,"Neither condition was met. 0 is equal to 0, and 0.78 is less than 2.0."
2021-01-10,a6806aa0,3ad5082e6cf54648b132bb0cd4e861ce,9435336,Groceries,Bank Transfer,Medan,68,81.93,9435336,0,"Neither condition was met. The value 0 is equal to 0, and 0.83 is less than 2.0."
2024-01-19,521f0f1d,29c9df70bbc34334835006e358c1dbc5,7488208,Electronics,Debit Card,Jakarta,31,16.23,7488208,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is false), and the second condition checks if 1.91 is >= 2.0 (which is also false)."
2023-06-08,41435c85,c6eec7670e8643c19203890889dd46af,9780112,Clothing,PayPal,Surabaya,86,106.17,9780112,0,"Neither condition was met. 0 equals 0, and 0.81 is less than 2.0."
2022-09-20,afcfb9b7,b7c1bc917b834170ba74008392839026,9904486,Groceries,Debit Card,Surabaya,28,23.33,9904486,0,"Neither condition is met. The first condition (0 != 0) is impossible as 0 always equals 0. The second condition (1.2 >= 2.0) is false since 1.2 is less than 2.0. Therefore, no fraud indicators are present."
2022-07-20,050af3ef,bceafa13a41d4aad807afeefd36e3796,8348651,Clothing,Bank Transfer,Surabaya,63,76.83,8348651,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 0.82 is less than 2.0 (no significant quantity increase)."
2025-03-17,1170bd59,1a7a2692f9a6407baa811f526416e98e,5481420,Groceries,Credit Card,Medan,77,77.0,5481420,0,"Neither condition was met. 0 is always equal to 0, and 1.0 is less than 2.0, so no fraud indicators were found."
2021-07-13,96eb54b9,58aa2198d9e1482fbb529c0b1f24b581,753614,Groceries,PayPal,Semarang,24,17.52,753614,0,"Neither condition was met. The first condition (0 != 0) is always false, and the second condition (1.37 >= 2.0) is also false."
2022-07-17,b4b16e27,e5f0b0a1c85749589089be27bc2c6f53,7843301,Electronics,Bank Transfer,Jakarta,83,66.94,7843301,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 1.24 is >= 2.0 (which is false)."
2021-03-30,377a65a5,fd31cbe11a514d57a7718335937b8289,7006126,Clothing,Credit Card,Bandung,21,12.96,7006126,0,"Neither condition was met. The first condition checks if 0 != 0 (which is always false), and the second condition checks if 1.62 >= 2.0 (which is false). Therefore, no fraud indicators were detected."
2024-03-24,64e8ea18,61736b329d1b4ad1b2281f1cc2eb93d8,2401125,Clothing,Debit Card,Bandung,12,7.69,2401125,0,"Neither condition was met. 0 equals 0, and 1.56 is less than 2.0."
2023-08-02,88ed739e,c927a4566c77460dbee7f2a25380bc51,8291688,Clothing,Credit Card,Medan,96,20.08,6633350,1,"The transaction has a discrepancy in totals (-1658338 ≠ 0) and a significant quantity increase (4.78 ≥ 2.0), both indicating potential fraud."
2021-09-02,27de80f2,902fd45656514e9583fead28a1f0f158,2985239,Sports,Debit Card,Medan,20,10.05,2985239,0,"Neither condition was met. 0 equals 0, and 1.99 is less than 2.0."
2022-12-19,ba9ba8eb,5538624d2c814274b9da9fb62c83a1b7,9527834,Home & Garden,Bank Transfer,Semarang,52,70.27,9527834,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 0.74 is >= 2.0 (which is also false)."
2023-12-10,613a841f,d74e68337d1a4448a6b80e35af40962a,1549533,Clothing,PayPal,Medan,64,75.29,1549533,0,"Neither condition was met. 0 is equal to 0, and 0.85 is less than 2.0."
2024-11-16,037c60e7,a8a779dcbc534cf48fda708cd3f0e0f1,5317276,Electronics,Credit Card,Jakarta,61,64.89,5317276,0,"Neither condition is met. The first condition (0 ≠ 0) is always false, and the second condition (0.94 ≥ 2.0) is also false."
2025-05-15,5e747b23,189449aae12d40c1aa32b9b412937d85,7120084,Home & Garden,PayPal,Jakarta,29,25.0,7120084,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.16 is less than 2.0 (no significant quantity increase)."
2023-12-18,82cd07b9,794b4e2ff6d741a1ad3e59b9c4c98011,5828694,Sports,Debit Card,Jakarta,51,40.16,5828694,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 1.27 is less than 2.0 (no significant quantity increase)."
2024-05-29,91774dbe,4dc3c3fea4bc444594ff2ee254fb0f3f,1727614,Clothing,PayPal,Medan,61,36.53,1727614,0,Neither condition is met. 0 equals 0 (no discrepancy) and 1.67 is less than 2.0 (no significant quantity increase).
2025-04-25,9a865963,dd36daa9ec4842aa826f50701bd719c8,1591878,Sports,Debit Card,Semarang,99,61.88,1591878,0,"Neither condition is met. The first condition (0 != 0) is always false, and the second condition (1.6 >= 2.0) is also false. Therefore, there is no indication of fraud."
2025-06-13,9eba9872,c5d778835706400280a4dbc72117e17c,7282664,Home & Garden,Bank Transfer,Semarang,64,43.84,7282664,0,"Neither condition was met. The first condition (0 != 0) is always false, and 1.46 is less than 2.0, so no fraud indicators were found."
2025-03-08,2bb45123,f034596019f24caaa831c7f269a9d821,1071018,Clothing,Bank Transfer,Jakarta,28,15.38,1071018,0,"Neither condition was met. 0 equals 0, and 1.82 is less than 2.0."
2023-04-17,1303caac,cac31e1be6ea48b4af34083110f7d6a9,266378,Electronics,Debit Card,Bandung,49,34.27,266378,0,"Neither condition is met. The first condition (0 != 0) is false, and the second condition (1.43 >= 2.0) is also false."
2022-04-04,21da3f3c,194c37da9e35468091f95cee2fb54782,276920,Sports,Bank Transfer,Jakarta,23,11.62,276920,0,"Neither condition was met. The first condition (0 != 0) is false, and the second condition (1.98 >= 2.0) is also false."
2024-04-17,6cfb669d,01486a3326ce4debaaf28b3819cb2014,1241050,Clothing,PayPal,Jakarta,71,53.79,1241050,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.32 is less than 2.0 (no significant quantity increase)."
2024-06-10,3d48bcf2,e887f46ba45c4d7782c4ee7c3f1feb88,5607431,Clothing,Bank Transfer,Medan,29,16.86,5607431,0,"Neither condition was met. The first condition (0 != 0) is always false, and 1.72 is less than 2.0, so no fraud indicators were found."
2023-07-28,933d5640,49803dafcc1849608f5b47d07da86d4c,8356552,Clothing,PayPal,Jakarta,89,60.14,3008358,1,"The transaction has a discrepancy in totals (-5348194 ≠ 0), which is a strong indicator of potential fraud."
2024-02-11,3d7ddd1f,8ef1d6b4495f4eb7af4845b65cdbacc6,1366629,Sports,Debit Card,Jakarta,17,17.35,1366629,0,"Neither condition was met. The first condition (0 != 0) is false, and the second condition (0.98 >= 2.0) is also false."
2023-10-18,e74eb4e2,7126af9800e743f0b708b1543e17e7f4,2280931,Groceries,Bank Transfer,Jakarta,21,14.0,2280931,0,The transaction is not fraudulent because both conditions are not met. Condition 1 (0 ≠ 0) is impossible as 0 always equals 0. Condition 2 (1.5 ≥ 2.0) is false since 1.5 is less than 2.0.
2021-05-13,d382b05b,0606ae8befbf428ea7264c47329b359d,7642286,Groceries,Debit Card,Jakarta,70,65.42,7642286,0,"Neither condition was met. The first condition checks if 0 ≠ 0 (which is always false), and the second condition checks if 1.07 ≥ 2.0 (which is also false)."
2023-06-25,9abf2a8b,4be24a4deb7545c38527891d997b68de,2765150,Home & Garden,Bank Transfer,Jakarta,53,53.54,2765150,0,"Neither condition was met. 0 equals 0, and 0.99 is less than 2.0."
2024-05-02,1131695d,a30a81e30b384396abf3d7eb8c3d74b2,9761273,Home & Garden,Debit Card,Surabaya,73,62.93,9761273,0,"Neither condition was met. The value 0 is equal to 0, and 1.16 is less than 2.0."
2024-12-22,c65eba2e,f1dca4a3e72244b192fbce77dc6ea850,63317,Electronics,Debit Card,Jakarta,57,39.58,63317,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 1.44 is >= 2.0 (which is false). Since neither condition indicates fraud, the transaction is classified as non-fraudulent."
2023-07-12,e875d0cc,31f7aefa77944c658d12f91c14af8ca3,802695,Groceries,Credit Card,Bandung,96,135.21,802695,0,"Neither condition is met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 0.71 >= 2.0 (which is false). Therefore, no fraud indicators are present."
2023-07-08,b10330c4,80a1626307004ffa86c0572703ebdcd9,6017979,Clothing,Bank Transfer,Bandung,11,18.33,6017979,0,"Neither condition was met. The first condition (0 != 0) is always false, and the second condition (0.6 >= 2.0) is also false."
2022-12-23,0ed746e3,d34d2f043129488ba91876a41e1475da,5334802,Clothing,Credit Card,Jakarta,25,19.23,5334802,0,"Neither condition was met. Condition 1 (0 != 0) is always false, and Condition 2 (1.3 >= 2.0) is also false. Therefore, no fraud indicators were detected."
2023-02-28,573ff95c,9a339afd8f1b47cd96dba9c7444971be,150143,Sports,Bank Transfer,Medan,82,55.41,150143,0,"Neither condition was met. 0 equals 0, and 1.48 is less than 2.0."
2025-03-20,57a156aa,8734b8f1bef74fecbeb8b90a535ffd4c,9420669,Electronics,Credit Card,Surabaya,11,7.14,9420669,0,"Neither condition was met. The value 0 is equal to 0, and 1.54 is less than 2.0."
2024-04-13,ae1eff9b,d87ad37686564401a9d0e32a94d269c6,4948718,Groceries,Debit Card,Surabaya,85,81.73,4948718,0,"Neither condition is met. The first condition (0 != 0) is always false, and the second condition (1.04 >= 2.0) is also false. Therefore, the transaction is not fraudulent."
2023-10-29,604be1a4,380aa180739145419407a8741e8dcac2,4095173,Electronics,Credit Card,Semarang,20,12.5,4095173,0,"Neither condition is met. 0 is equal to 0, and 1.6 is less than 2.0, so no fraud indicators are present."
2021-05-26,082e8722,336a6279919845a3ad6ef6a6ef1a6571,1783303,Home & Garden,Credit Card,Medan,19,15.7,1783303,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 1.21 is >= 2.0 (which is false). Since neither condition indicates fraud, the transaction is classified as non-fraudulent."
2021-11-03,4f2c193f,6e635b6329764b77ab538044c2111247,2394587,Clothing,Debit Card,Bandung,12,6.7,2394587,0,"Neither condition is met. 0 equals 0, and 1.79 is less than 2.0."
2024-09-27,4bb5c5af,753fad740079403cb239bdc81edca702,8219046,Clothing,Debit Card,Surabaya,83,66.94,8219046,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 1.24 is >= 2.0 (which is false). Since neither condition indicates fraud, the transaction is classified as non-fraudulent."
2025-08-19,64820b9e,707e0e9abcb14188bba74bc6bcae8089,7152532,Electronics,Debit Card,Jakarta,10,6.99,7152532,0,"Neither condition is met. 0 equals 0 (no discrepancy), and 1.43 is less than 2.0 (no significant quantity increase)."
